latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
21.80936,86.2458,331.32,0.39,0.36,2021-03-17,0727,N,VIIRS,l,2,302.86,3.04,D,0
21.80881,86.24206,349.35,0.39,0.36,2021-03-17,0727,N,VIIRS,n,2,304.33,3.11,D,0
21.80825,86.23833,334.06,0.39,0.36,2021-03-17,0727,N,VIIRS,n,2,302.67,3.11,D,0
21.91182,86.14038,339.05,0.39,0.36,2021-03-17,0727,N,VIIRS,n,2,311.07,2.77,D,0
21.96049,86.39947,341.41,0.39,0.36,2021-03-17,0727,N,VIIRS,n,2,309.26,5.02,D,0
21.91343,86.35738,333.72,0.39,0.36,2021-03-17,0727,N,VIIRS,l,2,304.5,3.62,D,0
21.91287,86.35363,340.64,0.39,0.36,2021-03-17,0727,N,VIIRS,n,2,306.06,6.23,D,0
21.90565,86.39709,353.54,0.39,0.36,2021-03-17,0727,N,VIIRS,n,2,308,6.14,D,0
21.8557,86.1236,339.72,0.39,0.36,2021-03-17,0727,N,VIIRS,n,2,307.73,3.41,D,0
21.85798,86.20706,335.29,0.39,0.36,2021-03-17,0727,N,VIIRS,n,2,303.97,4.07,D,0
21.84859,86.21248,339.81,0.39,0.36,2021-03-17,0727,N,VIIRS,n,2,304.59,3.43,D,0
21.7102,86.10264,339.09,0.38,0.36,2021-03-17,0727,N,VIIRS,n,2,308.22,2.05,D,0
21.71627,86.14326,341.97,0.38,0.36,2021-03-17,0727,N,VIIRS,n,2,305.58,3.3,D,0
21.7348,86.13974,312.96,0.39,0.36,2021-03-17,1956,N,VIIRS,n,2,290.28,1.78,N,0
21.7432,86.12984,305.65,0.39,0.36,2021-03-17,1956,N,VIIRS,n,2,290.03,0.72,N,0
21.74261,86.13355,309.56,0.39,0.36,2021-03-17,1956,N,VIIRS,n,2,289.92,0.74,N,0
21.74201,86.13725,302.36,0.39,0.36,2021-03-17,1956,N,VIIRS,n,2,288.97,0.74,N,0
21.73724,86.16702,303.91,0.39,0.36,2021-03-17,1956,N,VIIRS,n,2,286.92,0.38,N,0
21.7387,86.13665,309.56,0.39,0.36,2021-03-17,1956,N,VIIRS,n,2,290.2,1.13,N,0
21.73718,86.12492,303.59,0.39,0.36,2021-03-17,1956,N,VIIRS,n,2,290.03,0.63,N,0
21.73658,86.12866,305.2,0.39,0.36,2021-03-17,1956,N,VIIRS,n,2,290.07,0.63,N,0
21.73539,86.13607,306.02,0.39,0.36,2021-03-17,1956,N,VIIRS,n,2,289.82,1.13,N,0
21.72764,86.18425,309.11,0.39,0.36,2021-03-17,1956,N,VIIRS,n,2,288.9,0.85,N,0
21.73387,86.12435,313.08,0.39,0.36,2021-03-17,1956,N,VIIRS,n,2,290.81,0.98,N,0
21.73208,86.13548,309.79,0.39,0.36,2021-03-17,1956,N,VIIRS,n,2,290.6,1.41,N,0
21.73149,86.13916,313.73,0.39,0.36,2021-03-17,1956,N,VIIRS,n,2,290.44,0.94,N,0
21.7309,86.14282,305.28,0.39,0.36,2021-03-17,1956,N,VIIRS,n,2,290.65,0.94,N,0
21.73055,86.12377,308.53,0.39,0.36,2021-03-17,1956,N,VIIRS,n,2,289.99,0.98,N,0
21.72758,86.14223,310.25,0.39,0.36,2021-03-17,1956,N,VIIRS,n,2,290.36,0.94,N,0
21.71553,86.13245,315.74,0.39,0.36,2021-03-17,1956,N,VIIRS,n,2,290.71,1.44,N,0
21.70957,86.16944,300.79,0.39,0.36,2021-03-17,1956,N,VIIRS,n,2,288.03,0.42,N,0
21.70627,86.1688,317.04,0.39,0.36,2021-03-17,1956,N,VIIRS,n,2,289.08,1.52,N,0
21.70381,86.14176,303.6,0.39,0.36,2021-03-17,1956,N,VIIRS,n,2,290.62,0.75,N,0
21.70049,86.14118,310.33,0.39,0.36,2021-03-17,1956,N,VIIRS,n,2,291.86,0.75,N,0
21.69174,86.13201,306.96,0.39,0.36,2021-03-17,1956,N,VIIRS,n,2,291.08,0.64,N,0
21.68843,86.13139,303.31,0.39,0.36,2021-03-17,1956,N,VIIRS,n,2,290.21,0.64,N,0
21.84512,86.14838,301.98,0.39,0.36,2021-03-17,1956,N,VIIRS,n,2,285.41,0.58,N,0
21.84181,86.14779,302.19,0.39,0.36,2021-03-17,1956,N,VIIRS,n,2,284.58,0.58,N,0
21.79077,86.33743,301.23,0.39,0.36,2021-03-17,1956,N,VIIRS,n,2,290.1,0.65,N,0
21.8055,86.22517,304.44,0.39,0.36,2021-03-17,1956,N,VIIRS,n,2,288.85,0.64,N,0
21.90834,86.35047,334.89,0.5,0.41,2021-03-18,0708,N,VIIRS,n,2,304.64,6.33,D,0
21.95292,86.40077,336.82,0.5,0.41,2021-03-18,0708,N,VIIRS,n,2,295.19,12.95,D,0
21.78993,86.40216,348.47,0.5,0.41,2021-03-18,0708,N,VIIRS,n,2,301.35,28.38,D,0
21.90174,86.35676,331.72,0.5,0.41,2021-03-18,0708,N,VIIRS,l,2,306.18,5.7,D,0
21.90547,86.35602,339.02,0.5,0.41,2021-03-18,0708,N,VIIRS,n,2,306.21,5.7,D,0
21.84016,86.14355,305.13,0.51,0.41,2021-03-18,1937,N,VIIRS,n,2,280.2,1.81,N,0
21.84035,86.14156,303.69,0.51,0.41,2021-03-18,1937,N,VIIRS,n,2,280.57,1.76,N,0
21.99917,86.4185,301.69,0.49,0.4,2021-03-18,1937,N,VIIRS,n,2,281.09,0.8,N,0
21.95875,86.32166,297.45,0.5,0.41,2021-03-18,1937,N,VIIRS,n,2,276.79,0.51,N,0
21.94377,86.40673,298.42,0.49,0.4,2021-03-18,1937,N,VIIRS,n,2,279.89,0.88,N,0
21.80971,86.22689,296.26,0.5,0.41,2021-03-18,1937,N,VIIRS,n,2,277.8,0.58,N,0
21.74672,86.12244,298.3,0.51,0.41,2021-03-18,1937,N,VIIRS,n,2,275.8,0.91,N,0
21.79787,86.10457,335.15,0.33,0.55,2021-03-19,0649,N,VIIRS,l,2,306.57,3.61,D,0
21.80517,86.26585,331.62,0.32,0.55,2021-03-19,0649,N,VIIRS,n,2,301.03,2.11,D,0
21.81009,86.26427,338.5,0.32,0.55,2021-03-19,0649,N,VIIRS,n,2,300.87,2.11,D,0
21.6922,86.08228,332.17,0.33,0.56,2021-03-19,0649,N,VIIRS,l,2,305.65,2.09,D,0
21.80047,86.10535,337.29,0.33,0.55,2021-03-19,0650,N,VIIRS,n,2,301.9,3.63,D,0
21.93327,86.40952,345.06,0.63,0.54,2021-03-19,0650,N,VIIRS,n,2,296.22,13.77,D,0
21.90913,86.12659,345.21,0.33,0.55,2021-03-19,0650,N,VIIRS,n,2,307.47,2.69,D,0
21.90582,86.12782,342.68,0.33,0.55,2021-03-19,0650,N,VIIRS,n,2,306.66,3.75,D,0
21.86373,86.05344,333.23,0.33,0.55,2021-03-19,0650,N,VIIRS,l,2,307.06,1.65,D,0
21.75622,86.08802,340.79,0.47,0.48,2021-03-21,0752,N,VIIRS,n,2,308.96,3.09,D,0
21.79894,86.34718,334.84,0.49,0.48,2021-03-21,0752,N,VIIRS,n,2,304.08,3.34,D,0
21.84809,86.11697,331.96,0.47,0.48,2021-03-21,0752,N,VIIRS,n,2,305.05,3.89,D,0
21.84407,86.04097,340.16,0.47,0.47,2021-03-21,0752,N,VIIRS,n,2,307.6,3.84,D,0
21.7484,86.09791,335.15,0.47,0.48,2021-03-21,0752,N,VIIRS,l,2,307.03,2.95,D,0
21.95687,86.09338,341.08,0.47,0.48,2021-03-21,0752,N,VIIRS,n,2,308.41,2.49,D,0
21.95743,86.29418,305.17,0.49,0.49,2021-03-21,2021,N,VIIRS,n,2,291.4,0.98,N,0
21.98442,86.25151,306.15,0.49,0.48,2021-03-21,2021,N,VIIRS,n,2,292.28,1.47,N,0
21.95849,86.28892,302.1,0.49,0.48,2021-03-21,2021,N,VIIRS,n,2,291.3,0.98,N,0
21.83621,86.15076,308.17,0.48,0.48,2021-03-21,2021,N,VIIRS,n,2,291.95,1.08,N,0
21.8318,86.14989,307.27,0.48,0.48,2021-03-21,2021,N,VIIRS,n,2,290.81,0.83,N,0
21.78435,86.30164,302.88,0.49,0.49,2021-03-21,2021,N,VIIRS,n,2,291.11,1.76,N,0
21.78063,86.22709,308.48,0.49,0.48,2021-03-21,2021,N,VIIRS,n,2,291.83,1.75,N,0
21.7525,86.11475,302.54,0.48,0.48,2021-03-21,2021,N,VIIRS,n,2,289.88,0.89,N,0
21.7489,86.10983,308.42,0.48,0.48,2021-03-21,2021,N,VIIRS,n,2,291.63,2.02,N,0
21.72838,86.12056,306.04,0.48,0.48,2021-03-21,2021,N,VIIRS,n,2,293.41,1.8,N,0
21.85166,86.12901,347.26,0.41,0.37,2021-03-22,0733,N,VIIRS,n,2,311.49,10.79,D,0
21.85112,86.12511,339.13,0.41,0.37,2021-03-22,0733,N,VIIRS,n,2,305.71,10.79,D,0
21.90426,86.25497,332.42,0.41,0.37,2021-03-22,0733,N,VIIRS,l,2,305.12,1.54,D,0
21.82537,86.23796,334.77,0.41,0.37,2021-03-22,0733,N,VIIRS,l,2,306.69,3.26,D,0
21.96067,86.29134,330.77,0.42,0.37,2021-03-22,0733,N,VIIRS,l,2,305.24,3.27,D,0
21.78165,86.3019,332.26,0.42,0.37,2021-03-22,0733,N,VIIRS,l,2,304.9,2.42,D,0
21.79519,86.34882,331.14,0.42,0.37,2021-03-22,0733,N,VIIRS,n,2,306.01,1.33,D,0
21.71971,86.03307,338.24,0.41,0.37,2021-03-22,0733,N,VIIRS,n,2,310.36,3.08,D,0
21.75686,86.1231,306,0.42,0.37,2021-03-22,2002,N,VIIRS,n,2,293.58,1.04,N,0
21.758,86.12022,308.66,0.42,0.37,2021-03-22,2002,N,VIIRS,n,2,294.67,1.85,N,0
21.75595,86.11138,305.77,0.42,0.37,2021-03-22,2002,N,VIIRS,n,2,293.82,1.49,N,0
21.7491,86.11018,308.79,0.42,0.37,2021-03-22,2002,N,VIIRS,n,2,294.51,1.66,N,0
21.741,86.15804,304.96,0.42,0.37,2021-03-22,2002,N,VIIRS,n,2,292.48,0.57,N,0
21.73881,86.10841,314.33,0.42,0.37,2021-03-22,2002,N,VIIRS,n,2,292.83,1.44,N,0
21.73815,86.11224,308.11,0.42,0.37,2021-03-22,2002,N,VIIRS,n,2,293.99,1.44,N,0
21.75869,86.11613,318.91,0.42,0.37,2021-03-22,2002,N,VIIRS,n,2,294.88,1.49,N,0
21.75757,86.119,312.47,0.42,0.37,2021-03-22,2002,N,VIIRS,n,2,294.99,1.04,N,0
21.75827,86.11491,312.56,0.42,0.37,2021-03-22,2002,N,VIIRS,n,2,294.5,1.95,N,0
21.99447,86.39709,305.78,0.42,0.38,2021-03-22,2002,N,VIIRS,n,2,295.13,1.74,N,0
21.99656,86.40569,319.97,0.42,0.38,2021-03-22,2002,N,VIIRS,n,2,295.49,2.67,N,0
21.96293,86.37339,309.12,0.42,0.38,2021-03-22,2002,N,VIIRS,n,2,294.35,2.29,N,0
21.8131,86.22867,306.18,0.42,0.38,2021-03-22,2002,N,VIIRS,n,2,293.08,0.96,N,0
21.80763,86.21915,308.61,0.42,0.38,2021-03-22,2002,N,VIIRS,n,2,293,1.55,N,0
21.86674,86.19683,305.23,0.42,0.37,2021-03-22,2002,N,VIIRS,n,2,291.97,0.71,N,0
21.85706,86.23241,302.38,0.42,0.38,2021-03-22,2002,N,VIIRS,n,2,290.74,0.57,N,0
21.71528,86.06246,338.24,0.44,0.38,2021-03-23,0714,N,VIIRS,n,2,309.85,2.61,D,0
21.83142,86.30138,332.75,0.43,0.38,2021-03-23,0714,N,VIIRS,n,2,302.44,3.76,D,0
21.78337,86.29335,334.67,0.43,0.38,2021-03-23,0714,N,VIIRS,n,2,302.48,3.02,D,0
21.77639,86.29464,340.41,0.43,0.38,2021-03-23,0714,N,VIIRS,n,2,303.71,7.99,D,0
21.77156,86.30862,334.48,0.43,0.38,2021-03-23,0714,N,VIIRS,n,2,302.69,3.45,D,0
21.8658,86.20084,339.52,0.43,0.38,2021-03-23,0715,N,VIIRS,n,2,302.88,3.74,D,0
21.86649,86.20493,337.86,0.43,0.38,2021-03-23,0715,N,VIIRS,n,2,302.81,3.74,D,0
21.89108,86.26533,332.34,0.43,0.38,2021-03-23,0715,N,VIIRS,n,2,304.54,2.93,D,0
21.95922,86.28265,333.36,0.43,0.38,2021-03-23,0715,N,VIIRS,n,2,303.99,3.43,D,0
21.72263,86.12608,304.36,0.43,0.38,2021-03-23,1943,N,VIIRS,n,2,291.69,0.9,N,0
21.85088,86.03144,331.4,0.53,0.5,2021-03-24,0656,N,VIIRS,l,2,302.35,4.31,D,0
21.84589,86.14084,309.91,0.52,0.67,2021-03-25,1905,N,VIIRS,n,2,290.11,2.45,N,0
21.84747,86.13944,313.5,0.52,0.67,2021-03-25,1906,N,VIIRS,n,2,290.27,1.42,N,0
21.84355,86.14012,302.4,0.6,0.7,2021-03-25,2046,N,VIIRS,n,2,288.9,1.02,N,0
21.72002,86.19695,300.52,0.61,0.54,2021-03-26,2027,N,VIIRS,n,2,289.78,1.76,N,0
21.72085,86.19931,302.99,0.61,0.53,2021-03-26,2027,N,VIIRS,n,2,289.32,0.43,N,0
21.78154,86.29893,331,0.48,0.4,2021-03-27,0740,N,VIIRS,l,2,302.93,5.48,D,0
21.96835,86.40099,333.38,0.49,0.4,2021-03-27,0740,N,VIIRS,l,2,303.7,3.16,D,0
21.92394,86.23092,334.38,0.48,0.4,2021-03-27,0740,N,VIIRS,n,2,303.4,2.23,D,0
21.70477,86.19793,333.28,0.47,0.4,2021-03-27,0740,N,VIIRS,l,2,303.88,2.95,D,0
21.80426,86.28347,335.72,0.48,0.4,2021-03-27,0740,N,VIIRS,n,2,302.66,3.05,D,0
21.97386,86.12601,341.32,0.47,0.4,2021-03-27,0740,N,VIIRS,l,2,311.34,6.4,D,0
21.7336,86.19375,305.27,0.48,0.4,2021-03-27,2008,N,VIIRS,n,2,289.27,1.14,N,0
21.72993,86.19306,302.55,0.48,0.4,2021-03-27,2008,N,VIIRS,n,2,288.96,1.14,N,0
21.78441,86.35267,338.85,0.39,0.36,2021-03-28,0721,N,VIIRS,n,2,307.06,3.13,D,0
21.76151,86.29466,351.05,0.39,0.36,2021-03-28,0721,N,VIIRS,n,2,308.27,5.45,D,0
21.76484,86.29406,339.41,0.39,0.36,2021-03-28,0721,N,VIIRS,n,2,307.08,5.45,D,0
21.76877,86.29724,335.84,0.39,0.36,2021-03-28,0721,N,VIIRS,l,2,306.37,2.98,D,0
21.76817,86.29343,349.37,0.39,0.36,2021-03-28,0721,N,VIIRS,n,2,312.53,9.2,D,0
21.76756,86.28961,333.27,0.39,0.36,2021-03-28,0721,N,VIIRS,l,2,306.55,9.2,D,0
21.77483,86.2922,338.97,0.39,0.36,2021-03-28,0721,N,VIIRS,n,2,307.24,3.44,D,0
21.98977,86.04228,343.74,0.39,0.37,2021-03-28,0721,N,VIIRS,l,2,316.31,7.02,D,0
21.80446,86.30611,340.61,0.39,0.36,2021-03-28,0721,N,VIIRS,n,2,310.5,5.8,D,0
21.75893,86.12742,335.89,0.39,0.37,2021-03-28,0721,N,VIIRS,l,2,306.96,3.22,D,0
21.81279,86.25027,339.75,0.39,0.36,2021-03-28,0721,N,VIIRS,n,2,307.02,3.12,D,0
21.81122,86.10988,337.21,0.39,0.37,2021-03-28,0721,N,VIIRS,l,2,309.72,4.87,D,0
21.8533,86.23471,343.96,0.39,0.36,2021-03-28,0721,N,VIIRS,n,2,308.69,4.38,D,0
21.88864,86.41432,338.07,0.39,0.36,2021-03-28,0721,N,VIIRS,n,2,312.27,2.92,D,0
21.93104,86.37937,341.85,0.39,0.36,2021-03-28,0721,N,VIIRS,n,2,307.6,4.14,D,0
21.94101,86.3775,332.68,0.39,0.36,2021-03-28,0721,N,VIIRS,l,2,307.32,3.51,D,0
21.96094,86.33608,337.23,0.39,0.36,2021-03-28,0721,N,VIIRS,n,2,307.47,4.76,D,0
21.96163,86.29729,354.58,0.39,0.36,2021-03-28,0721,N,VIIRS,n,2,310.19,6.04,D,0
21.96104,86.29356,335.31,0.39,0.36,2021-03-28,0721,N,VIIRS,n,2,307.9,6.04,D,0
21.76921,86.30626,310.81,0.39,0.36,2021-03-28,1950,N,VIIRS,n,2,292.07,0.87,N,0
21.76671,86.39023,314.43,0.39,0.36,2021-03-28,1950,N,VIIRS,n,2,293.53,1.55,N,0
21.85754,86.27817,334.55,0.41,0.45,2021-03-29,0702,N,VIIRS,n,2,305.65,2.96,D,0
21.79359,86.3587,332.78,0.41,0.45,2021-03-29,0702,N,VIIRS,n,2,301.19,4.12,D,0
21.81412,86.24146,336.45,0.42,0.45,2021-03-29,0702,N,VIIRS,n,2,304.18,4.92,D,0
21.75921,86.31253,335.01,0.41,0.45,2021-03-29,0702,N,VIIRS,n,2,302.8,6.7,D,0
21.81417,86.33254,331.79,0.41,0.45,2021-03-29,0702,N,VIIRS,l,2,302.66,4.08,D,0
21.78927,86.10942,344.67,0.42,0.45,2021-03-29,0702,N,VIIRS,n,2,312.89,7.59,D,0
21.76471,86.38554,343.2,0.41,0.45,2021-03-29,0702,N,VIIRS,n,2,304.29,6.54,D,0
21.7654,86.38914,340.97,0.41,0.45,2021-03-29,0702,N,VIIRS,n,2,304.11,6.75,D,0
21.86985,86.20844,344.48,0.42,0.45,2021-03-29,0702,N,VIIRS,n,2,305.63,4.74,D,0
21.86913,86.20467,331.51,0.42,0.45,2021-03-29,0702,N,VIIRS,l,2,304.57,2.17,D,0
21.90875,86.39043,332.28,0.41,0.45,2021-03-29,0702,N,VIIRS,l,2,303.22,3.05,D,0
21.7855,86.32294,307.69,0.4,0.44,2021-03-29,1931,N,VIIRS,n,2,293.51,1.2,N,0
21.76743,86.30037,306.07,0.4,0.45,2021-03-29,1931,N,VIIRS,n,2,290.97,1,N,0
21.75311,86.315,303.75,0.4,0.44,2021-03-29,1931,N,VIIRS,n,2,292.91,1.75,N,0
21.71674,86.20029,308.31,0.41,0.45,2021-03-29,1931,N,VIIRS,n,2,292.34,0.65,N,0
21.87318,86.21145,307.91,0.41,0.45,2021-03-29,1931,N,VIIRS,n,2,291.37,0.99,N,0
21.90055,86.36243,305.93,0.4,0.44,2021-03-29,1931,N,VIIRS,n,2,293.65,1.62,N,0
21.87779,86.20815,314.36,0.41,0.45,2021-03-29,1931,N,VIIRS,n,2,291.93,0.99,N,0
21.87733,86.21188,304.07,0.41,0.45,2021-03-29,1931,N,VIIRS,n,2,290.8,0.99,N,0
21.87745,86.17635,311.47,0.41,0.45,2021-03-29,1931,N,VIIRS,n,2,294.22,1.13,N,0
21.87364,86.20769,309.18,0.41,0.45,2021-03-29,1931,N,VIIRS,n,2,291.03,0.99,N,0
21.72088,86.20074,302.86,0.41,0.45,2021-03-29,1931,N,VIIRS,n,2,290.65,0.65,N,0
21.92636,86.37001,332.87,0.4,0.6,2021-03-30,0643,N,VIIRS,l,2,305.94,3.78,D,0
21.75319,86.31512,330.31,0.41,0.6,2021-03-30,0643,N,VIIRS,l,2,303.63,3.95,D,0
21.76225,86.30371,367,0.41,0.6,2021-03-30,0643,N,VIIRS,h,2,305.71,8.17,D,0
21.76313,86.30767,337.47,0.41,0.6,2021-03-30,0643,N,VIIRS,n,2,301.45,8.17,D,0
21.76127,86.29929,330.07,0.41,0.6,2021-03-30,0643,N,VIIRS,n,2,303.64,4.88,D,0
21.7517,86.09793,337.18,0.42,0.61,2021-03-30,0643,N,VIIRS,n,2,306.08,4.32,D,0
21.75827,86.10107,336.76,0.42,0.61,2021-03-30,0643,N,VIIRS,n,2,306.84,3.55,D,0
21.84869,86.03195,330.92,0.74,0.76,2021-03-30,0824,N,VIIRS,l,2,304.78,8.63,D,0
21.75413,86.09985,331.18,0.75,0.77,2021-03-30,0824,N,VIIRS,l,2,305.08,7.68,D,0
21.7494,86.10395,330.32,0.75,0.77,2021-03-30,0824,N,VIIRS,l,2,304.29,6.33,D,0
21.8456,86.03307,330.19,0.74,0.76,2021-03-30,0824,N,VIIRS,l,2,304.79,6.14,D,0
21.84507,86.02556,348.24,0.74,0.76,2021-03-30,0824,N,VIIRS,n,2,304.94,6.14,D,0
21.8482,86.02442,346.07,0.74,0.76,2021-03-30,0824,N,VIIRS,n,2,304.26,7.47,D,0
21.92604,86.38003,310.37,0.4,0.6,2021-03-30,1912,N,VIIRS,n,2,294.25,2.38,N,0
21.9282,86.37808,309.04,0.4,0.6,2021-03-30,1912,N,VIIRS,n,2,294.94,2.45,N,0
21.78028,86.34912,311.13,0.4,0.6,2021-03-30,1912,N,VIIRS,n,2,293.38,1.53,N,0
21.77656,86.38825,307.2,0.4,0.6,2021-03-30,1912,N,VIIRS,n,2,293.82,2.02,N,0
21.77623,86.39171,317.36,0.4,0.6,2021-03-30,1912,N,VIIRS,n,2,294.63,2.39,N,0
21.75987,86.32633,320.28,0.4,0.6,2021-03-30,1912,N,VIIRS,n,2,294.28,2.36,N,0
21.73709,86.20457,309.41,0.41,0.61,2021-03-30,1912,N,VIIRS,n,2,294.04,1.94,N,0
21.7315,86.20355,311.33,0.41,0.61,2021-03-30,1912,N,VIIRS,n,2,294.18,2.27,N,0
21.73113,86.20773,310.39,0.41,0.61,2021-03-30,1912,N,VIIRS,n,2,294.3,1.77,N,0
21.73437,86.20435,324.75,0.41,0.61,2021-03-30,1912,N,VIIRS,n,2,295.16,4,N,0
21.73397,86.2084,308.79,0.41,0.61,2021-03-30,1912,N,VIIRS,n,2,294.46,2.19,N,0
21.86119,86.33945,330.05,0.39,0.59,2021-03-31,0805,N,VIIRS,l,2,303.19,2.56,D,0
21.76101,86.39565,332.34,0.39,0.59,2021-03-31,0805,N,VIIRS,l,2,303.1,3.63,D,0
21.91453,86.38216,337.07,0.39,0.59,2021-03-31,0805,N,VIIRS,n,2,306.56,4.06,D,0
21.91418,86.37835,330.81,0.39,0.59,2021-03-31,0805,N,VIIRS,l,2,305.3,4.61,D,0
21.92043,86.38569,348.32,0.39,0.59,2021-03-31,0805,N,VIIRS,n,2,307.87,4.06,D,0
21.9201,86.3821,330.97,0.39,0.59,2021-03-31,0805,N,VIIRS,l,2,305.02,4.06,D,0
21.926,86.38552,332.45,0.39,0.59,2021-03-31,0805,N,VIIRS,l,2,304.52,4.08,D,0
21.7679,86.36736,305.48,0.39,0.6,2021-03-31,2033,N,VIIRS,n,2,293.18,1.01,N,0
21.7452,86.41783,308.08,0.4,0.6,2021-03-31,2033,N,VIIRS,n,2,293.6,1.11,N,0
21.74731,86.28117,305.34,0.39,0.59,2021-03-31,2033,N,VIIRS,n,2,291.85,0.95,N,0
21.98044,86.33962,318.74,0.39,0.59,2021-03-31,2033,N,VIIRS,n,2,296.04,3,N,0
21.85686,86.15454,301.45,0.38,0.59,2021-03-31,2033,N,VIIRS,n,2,290.63,0.36,N,0
21.85689,86.14368,308.24,0.38,0.59,2021-03-31,2033,N,VIIRS,n,2,290.41,1.04,N,0
21.85611,86.14724,305.24,0.38,0.59,2021-03-31,2033,N,VIIRS,n,2,291.14,1.61,N,0
21.85531,86.15087,311.43,0.38,0.59,2021-03-31,2033,N,VIIRS,n,2,292.14,1.61,N,0
21.85453,86.15445,304.97,0.38,0.59,2021-03-31,2033,N,VIIRS,n,2,291.25,0.98,N,0
21.85001,86.14941,327.5,0.38,0.59,2021-03-31,2033,N,VIIRS,n,2,294.42,1.61,N,0
21.85155,86.1424,308.34,0.38,0.59,2021-03-31,2033,N,VIIRS,n,2,290.69,1.04,N,0
21.85079,86.14587,317.78,0.38,0.59,2021-03-31,2033,N,VIIRS,n,2,293.39,1.61,N,0
21.84924,86.15296,307.32,0.38,0.59,2021-03-31,2033,N,VIIRS,n,2,293.25,0.98,N,0
